UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte
ifba_campus_jacobina,2011,IFBA,Instituto Federal da Bahia,Campus Jacobina,Campus,Nordeste,BA,Jacobina,"Avenida Centenário, nº 500 - Bairro Nazaré, Jacobina, BA, 44700-000",44700-000,0800 074 7400,gabinete-jacobina@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_jaguaquara,,IFBA,Instituto Federal da Bahia,Campus Jaguaquara,Campus,Nordeste,BA,Jaguaquara,"Rodovia Zona do Aeroporto, s/n, Jaguaquara, BA, 45345-000",45345-000,(71) 3221-0395,cr.jag@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_jequie,2010,IFBA,Instituto Federal da Bahia,Campus Jequié,Campus,Nordeste,BA,Jequié,"Rua Jean Torres de Oliveira, s/n. Bairro John Kennedy - Loteamento Cidade Nova, Jequié, BA, 45201-570",45201-570,(73) 3525-6249,dg.jqe@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_juazeiro,2015,IFBA,Instituto Federal da Bahia,Campus Juazeiro,Campus,Nordeste,BA,Juazeiro,"Rodovia BA 210, S/N, Bairro Nova Juazeiro, Juazeiro, BA, 48918-900",48918-900,(74) 3621-8749,gabinete.juazeiro@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_lauro_de_freitas,2016,IFBA,Instituto Federal da Bahia,Campus Lauro de Freitas,Campus,Nordeste,BA,Lauro de Freitas,"Rua São Cristóvão, s/n - Novo Horizonte, Lauro de Freitas, BA, 42700-000",42700-000,(71) 2102-0402,gabinete.lft@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_paulo_afonso,2010,IFBA,Instituto Federal da Bahia,Campus Paulo Afonso,Campus,Nordeste,BA,Paulo Afonso,"Av. Marcondes Ferraz, 200 - Gen. Dutra, Paulo Afonso, BA, 48607-000",48607-000,(75) 3199-3620,gabinete.paf@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_porto_seguro,2006,IFBA,Instituto Federal da Bahia,Campus Porto Seguro,Campus,Nordeste,BA,Porto Seguro,"BR-367, Km 57,5, Fontana I, Porto Seguro, BA, 45810-000",45810-000,(73) 3288-6686,diretoriaps@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_salvador,1909,IFBA,Instituto Federal da Bahia,Campus Salvador,Campus,Nordeste,BA,Salvador,"Rua Emídio dos Santos, s/n. Barbalho, Salvador, BA, 40301-015",40301-015,(71) 2102-9473,gabinetessa@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_santo_amaro,2006,IFBA,Instituto Federal da Bahia,Campus Santo Amaro,Campus,Nordeste,BA,Santo Amaro,"1ª Tv. São José, s/n. Bonfim, Santo Amaro, BA, 44200-000",44200-000,(75) 3241-0670,diretoria-samaro@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_santo_antonio_de_jesus,2016,IFBA,Instituto Federal da Bahia,Campus Santo Antônio de Jesus,Campus,Nordeste,BA,Santo Antÿnio de Jesus,"Rua Viriato Lobo, s/n. Campo do Governo, Santo Antônio de Jesus, BA, 44431-218",44431-218,(71) 3221-0395,gabinete.saj@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_seabra,2010,IFBA,Instituto Federal da Bahia,Campus Seabra,Campus,Nordeste,BA,Seabra,"Estrada vicinal para a tenda, s/n. Vermelho, Seabra, BA, 46900-000",46900-000,(75) 99811-1125,gabinete.seabra@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_simoes_filho,2006,IFBA,Instituto Federal da Bahia,Campus Simões Filho,Campus,Nordeste,BA,Simões Filho,"Via Universitária s/n, Pitanguinha, Simões Filho, BA, 43700-000",43700-000,(71) 3190-9201,gab_sf@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_valenca_tento,1994,IFBA,Instituto Federal da Bahia,Campus Valença Tento,Campus,Nordeste,BA,Valença,"Rua Vereador Romeu Agrário Martins, Tento s/n, Valença, BA, 45400-000",45400-000,(75) 3641-3050,valenca@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_campus_vitoria_da_conquista,1993,IFBA,Instituto Federal da Bahia,Campus Vitória da Conquista,Campus,Nordeste,BA,Vitória da Conquista,"Avenida Sérgio Vieira Melo, 3150 Zabelê, Vitória da Conquista, BA, 45078-900",45078-900,(77) 3426-2271,dg.vdc@ifa.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifba_polo_de_inovacao_salvador,2015,IFBA,Instituto Federal da Bahia,Polo de Inovação Salvador,Polo de Inovação,Nordeste,BA,Salvador,"Parque Tecnológico da Bahia Rua Mundo, nº 121, Edifício Tecnocentro, Subsolo 1 e 2 (Av. Luís Viana Filho – Paralela, Km10) – Trobogy, Salvador, BA, 41745-715",41745-715,(71) 3221-0397,poloinovacaosalvador@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_reitoria_do_instituto_federal_baiano,,IF Baiano,Instituto Federal Baiano,Reitoria do Instituto Federal Baiano,Reitoria,Nordeste,BA,Salvador,"Rua do Rouxinol, Imbuí, Salvador, BA, 41720-052",41720-052,(71) 3186-0001,gabinete@ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,Aécio José Araújo Passos Duarte,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_alagoinhas,2016,IF Baiano,Instituto Federal Baiano,Campus Alagoinhas,Campus,Nordeste,BA,Alagoinhas,"Rua Manoel Romão de Souza, 152/166, Alagoinhas Velha Alagoinhas, BA, 48007-656",48007-656,(75) 3422-6122,gabinete@alagoinhas.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_bom_jesus_da_lapa,2010,IF Baiano,Instituto Federal Baiano,Campus Bom Jesus da Lapa,Campus,Nordeste,BA,Bom Jesus da Lapa,"BR 349, KM 14, Zona Rural, Bom Jesus da Lapa, BA, 47600-000",47600-000,(77)2102-9545,gabinete@lapa.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_catu,1964,IF Baiano,Instituto Federal Baiano,Campus Catu,Campus,Nordeste,BA,Catu,"Rua Barão de Camaçari, 118, Centro, Catu, BA, 48110-000",48110-000,(71) 3641-7901,gabinete@catu.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_governador_mangabeira,2013,IF Baiano,Instituto Federal Baiano,Campus Governador Mangabeira,Campus,Nordeste,BA,Governador Mangabeira,"Rua Waldemar Mascarenhas, s/n. Portão, Governador Mangabeira, BA, 44350-000",44350-000,(75) 99853-2821,gabinete@gm.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_guanambi,1993,IF Baiano,Instituto Federal Baiano,Campus Guanambi,Campus,Nordeste,BA,Guanambi,"Zona Rural, Distrito de Ceraíma, Guanambi, BA, 46430-000",46430-000,(77) 3493-2100,gabinete@guanambi.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_itaberaba,2016,IF Baiano,Instituto Federal Baiano,Campus Itaberaba,Campus,Nordeste,BA,Itaberaba,"Rodovia BA-233, Km 04, Itaberaba, BA, 46880-000",46880-000,(75) 98302-6658,gabinete@itaberaba.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_itapetinga,2010,IF Baiano,Instituto Federal Baiano,Campus Itapetinga,Campus,Nordeste,BA,Itapetinga,"Km 2, Rodovia Itapetinga/Itororó, Clerolândia, Itapetinga, BA, 45700-000",45700-000,(77) 99969-7107,gabinete@itapetinga.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_santa_ines,1993,IF Baiano,Instituto Federal Baiano,Campus Santa Inês,Campus,Nordeste,BA,Santa Inês,"BR 420 (Rodovia Santa Inês – Ubaíra), Zona Rural, Santa Inês, BA, 45320-000",45320-000,(73) 98107-9118,gabinete@si.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_senhor_do_bonfim,1993,IF Baiano,Instituto Federal Baiano,Campus Senhor do Bonfim,Campus,Nordeste,BA,Senhor do Bonfim,"Estrada da Igara, s/n - Zona Rural, Senhor do Bonfim, BA, 48970-000",48970-000,(74) 9 9100-0015,gabinete@bonfim.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_serrinha,2016,IF Baiano,Instituto Federal Baiano,Campus Serrinha,Campus,Nordeste,BA,Serrinha,"Estrada Vicinal de Aparecida, s/n, Bairro Aparecida Serrinha, BA, 48700-000",48700-000,(71)3186-0021,gabinete@serrinha.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_teixeira_de_freitas,2010,IF Baiano,Instituto Federal Baiano,Campus Teixeira de Freitas,Campus,Nordeste,BA,Teixeira de Freitas,"Rodovia BR 101, Km 882, s/n, Teixeira de Freitas, BA, 45985-970",45985-970,(73) 3311-1050,gabinete@teixeira.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_urucuca,2011,IF Baiano,Instituto Federal Baiano,Campus Uruçuca,Campus,Nordeste,BA,Uruçuca,"Rua Dr. João Nascimento – S/N – Centro, Uruçuca, BA, 45680-000",45680-000,(71) 99345-7955,gabinete@urucuca.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_valenca,2010,IF Baiano,Instituto Federal Baiano,Campus Valença,Campus,Nordeste,BA,Valença,"Rua Glicério Tavares, S/N, Bate Quente, Valença, BA, 45400-000",45400-000,(75) 3641-5270,gabinete@valenca.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
if_baiano_campus_xique_xique,2016,IF Baiano,Instituto Federal Baiano,Campus Xique-Xique,Campus,Nordeste,BA,Xique-Xique,"Rodovia BA 052, Km 458, s/n – Zona Rural. Xique, Xique, BA, 47400-000",47400-000,(74) 3664-3500,gabinete@xique-xique.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia
ifce_reitoria_do_instituto_federal_do_ceara,,IFCE,Instituto Federal do Ceará,Reitoria do Instituto Federal do Ceará,Reitoria,Nordeste,CE,Fortaleza,"Rua Jorge Dumar, Jardim América, Fortaleza, CE, 60410-426",60410-426,(85) 3401-2320,r eitoria@ifce.edu.br,https://ifce.edu.br/,José Wally Mendonça Menezes,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_acarau,2010,IFCE,Instituto Federal do Ceará,Campus Acaraú,Campus,Nordeste,CE,Acaraú,"Av. Desembargador Armando de Sales Louzada, S/N, Monsenhor José Edson Magalhães, Acaraú, CE, 62580-000",62580-000,(88) 3661-4103,gabinete.acarau@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_aracati,2013,IFCE,Instituto Federal do Ceará,Campus Aracati,Campus,Nordeste,CE,Aracati,"CE 040 - 123, Centro, Aracati, CE, 62800-000",62800-000,(88) 3421-1010,gabinete.aracati@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_avancado_guaramiranga,2014,IFCE,Instituto Federal do Ceará,Campus Avançado Guaramiranga,Campus Avançado,Nordeste,CE,Guaramiranga,"Rua Joaquim Alves Nogueira, Centro, Guaramiranga, CE, 62766-000",62766-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_avancado_jaguaruana,2014,IFCE,Instituto Federal do Ceará,Campus Avançado Jaguaruana,Campus Avançado,Nordeste,CE,Jaguaruana,"Avenida Doutor Antônio da Rocha Freitas, , Centro, Jaguaruana, CE, 62823-000",62823-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_pecem,2016,IFCE,Instituto Federal do Ceará,Campus Pecém,Campus,Nordeste,CE,Caucaia,"Rodovia BR-222, CE 422, altura do km 04, Parque das Nações, Caucaia, CE, 61642-000",61642-000,(85) 8811-6053,jorlando@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_baturite,2013,IFCE,Instituto Federal do Ceará,Campus Baturité,Campus,Nordeste,CE,Baturité,"Avenida Sete de Setembro, Rua Ouvidor Mor Vitoriano Soares Barbosa , Sanharão, Baturité, CE, 62760-000",62760-000,(85) 3347-0266,gabinete.baturite@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_boa_viagem,2016,IFCE,Instituto Federal do Ceará,Campus Boa Viagem,Campus,Nordeste,CE,Boa Viagem,"Rodovia Presidente Juscelino Kubitschek, , Centro, Boa Viagem, CE, 63870-000",63870-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_camocim,2013,IFCE,Instituto Federal do Ceará,Campus Camocim,Campus,Nordeste,CE,Camocim,"Rua Dr. Raimundo Cals, Cidade com Deus, Camocim, CE, 62400-000",62400-000,(88) 3621-0138,gabinete.camocim@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_caninde,2010,IFCE,Instituto Federal do Ceará,Campus Canindé,Campus,Nordeste,CE,Canindé,"BR 020, Localidade Jubaia, Centro, Canindé, CE, 62700-000",62700-000,(85) 3343-0572,gabinete.canindé@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_caucaia,2013,IFCE,Instituto Federal do Ceará,Campus Caucaia,Campus,Nordeste,CE,Caucaia,"Rua da Lagoa, Via de acesso 001, Parque Potira (Jurema), Caucaia, CE, 61648-140",61648-140,(85) 3387-1450,rodrigofg@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_cedro,1995,IFCE,Instituto Federal do Ceará,Campus Cedro,Campus,Nordeste,CE,Cedro,"Rua Adauto Castelo,Centro, Cedro, CE, 63400-000",63400-000,(88) 3564-1000,gabinete.cedro@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_crateus,2010,IFCE,Instituto Federal do Ceará,Campus Crateús,Campus,Nordeste,CE,Crateús,"Av. Geraldo Marques Barbosa, Venâncios, Crateús, CE, 63700-000",63700-000,(88) 3692-3864,gabinete.crateus@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_crato,1947,IFCE,Instituto Federal do Ceará,Campus Crato,Campus,Nordeste,CE,Crato,"Rodovia BR - 292, Km 15, Gisélia Pinheiro, Crato, CE, 63115-500",63115-500,(88) 3586-8100,campuscrato@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_fortaleza,1909,IFCE,Instituto Federal do Ceará,Campus Fortaleza,Campus,Nordeste,CE,Fortaleza,"Avenida Treze de Maio, Benfica, Fátima, Fortaleza, CE, 60040-531",60040-531,(85) 3307-3666,gabinete.fortaleza@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_horizonte,2016,IFCE,Instituto Federal do Ceará,Campus Horizonte,Campus,Nordeste,CE,Horizonte,"Rua Francisca Cecilia de Sousa, Zumbi, Horizonte, CE, 62880-000",62880-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_iguatu,1962,IFCE,Instituto Federal do Ceará,Campus Iguatu,Campus,Nordeste,CE,Iguatu,"Rua Deoclecio Lima Verde, Várzea Alegre. Km 05 Iguatu/CE, Brasil CEP: 63500-000, Centro, Iguatu, CE, 63500-000",63500-000,(88) 3582-1000,cgrh@eafigt.gov.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_itapipoca,2016,IFCE,Instituto Federal do Ceará,Campus Itapipoca,Campus,Nordeste,CE,Itapipoca,"Avenida Anastácio Braga, , Centro, Itapipoca, CE, 62500-000",62500-000,(88) 9843-0014,alencar@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_jaguaribe,2013,IFCE,Instituto Federal do Ceará,Campus Jaguaribe,Campus,Nordeste,CE,Jaguaribe,"Rua Pedro Bezerra de Meneses, , Cohab, Jaguaribe, CE, 63475-970",63475-970,(88) 3522-1117,izamaro@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_juazeiro_do_norte,1995,IFCE,Instituto Federal do Ceará,Campus Juazeiro do Norte,Campus,Nordeste,CE,Juazeiro do Norte,"Avenida Plácido Aderaldo Castelo, , Lagoa Seca, Juazeiro do Norte, CE, 63040-540",63040-540,(88) 2101-5300,adhemar@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_limoeiro_do_norte,2008,IFCE,Instituto Federal do Ceará,Campus Limoeiro do Norte,Campus,Nordeste,CE,Limoeiro do Norte,"Rua Estevão Remígio, Centro, Limoeiro do Norte, CE, 62930-000",62930-000,(88) 3447-6400,jfacanha@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_maracanau,2006,IFCE,Instituto Federal do Ceará,Campus Maracanaú,Campus,Nordeste,CE,Maracanaú,"Avenida Parque Central, Parque Central, Distrito Industrial I, Maracanaú, CE, 61939-140",61939-140,(85) 3878-6300,jcesar@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_morada_nova,2013,IFCE,Instituto Federal do Ceará,Campus Morada Nova,Campus,Nordeste,CE,Morada Nova,"Rua Coronel José Epifânio, , Centro, Morada Nova, CE, 62940-000",62940-000,(88) 3422-3727,claudina@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_paracuru,2016,IFCE,Instituto Federal do Ceará,Campus Paracuru,Campus,Nordeste,CE,Paracuru,"Rua Sete de Setembro, Centro, Paracuru, CE, 62680-000",62680-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_quixada,2008,IFCE,Instituto Federal do Ceará,Campus Quixadá,Campus,Nordeste,CE,Quixadá,"Estrada do Cedro, Km 05, Centro, Quixadá, CE, 63900-000",63900-000,(88) 3412-0111,gabinete.quixada@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_sobral,2008,IFCE,Instituto Federal do Ceará,Campus Sobral,Campus,Nordeste,CE,Sobral,"Avenida Doutor Guarani, , Derby Clube, Sobral, CE, 62042-030",62042-030,(88) 3112-8100,gabinete.sobral@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_tabuleiro_do_norte,2013,IFCE,Instituto Federal do Ceará,Campus Tabuleiro do Norte,Campus,Nordeste,CE,Tabuleiro do Norte,"Rua Maia Alarcon, Sítio Taperinha, Centro, Tabuleiro do Norte, CE, 62960-000",62960-000,(88) 3424-2266,ciceroalencar@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_taua,2013,IFCE,Instituto Federal do Ceará,Campus Tauá,Campus,Nordeste,CE,Tauá,"Rua Antônio Teixeira Benevides, Planalto dos Calibris. Tauá - CE, 63660-000, Centro",63660-000,(88) 3437-4249,gabinete.taua@ifce.edu,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_tiangua,2013,IFCE,Instituto Federal do Ceará,Campus Tianguá,Campus,Nordeste,CE,Tianguá,"Rodovia CE 187, Estádio, Tianguá, CE, 62320-000",62320-000,(88) 3671-2299,gabinete.tiangua@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_ubajara,2013,IFCE,Instituto Federal do Ceará,Campus Ubajara,Campus,Nordeste,CE,Ubajara,"Rua Trinta e Um de Dezembro, Centro, Ubajara, CE, 62350-000",62350-000,(88) 3112-8163,agamenoncarneiro@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_umirim,2013,IFCE,Instituto Federal do Ceará,Campus Umirim,Campus,Nordeste,CE,Umirim,"Rua Carlos Antônio Sales, Floresta, Centro, Umirim, CE, 62660-000",62660-000,(88) 3364-4502,gabinete.umirim@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_polo_de_inovacao_fortaleza,2015,IFCE,Instituto Federal do Ceará,Polo de Inovação Fortaleza,Polo de Inovação,Nordeste,CE,Fortaleza,"Avenida Treze de Maio, Fátima, Fortaleza, CE, 60040-531",60040-531,(85) 3307-4000,contato@polodeinovacao.ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_acopiara,2017,IFCE,Instituto Federal do Ceará,Campus Acopiara,Campus,Nordeste,CE,Acopiara,"Rodovia CE 060, Km 332, Vila Martins, Acopiara, CE, 63560-000",63560-000,(85) 3455-3021,cgp.acopiara@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
ifce_campus_avancado_mombaca,2018,IFCE,Instituto Federal do Ceará,Campus Avançado Mombaça,Campus Avançado,Nordeste,CE,Mombaça,"Sítio São Francisco, s/n, CE 363, Recreação, Mombaça, CE, 63610-000",63610-000,(85) 99924-0385,dg@mombaca.ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara
