UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte,Endereco_Geocodificacao_Base,latitude,longitude,geocode_status,geocode_precisao,geocode_confianca,geocode_query,geocode_endereco_retornado,geocode_osm_type,geocode_osm_id,geocode_importance,revisar_manual
ifba_campus_jaguaquara,,IFBA,Instituto Federal da Bahia,Campus Jaguaquara,Campus,Nordeste,BA,Jaguaquara,"Rodovia Zona do Aeroporto, s/n, Jaguaquara, BA, 45345-000",45345-000,(71) 3221-0395,cr.jag@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia Zona do Aeroporto, s/n, Jaguaquara, BA, 45345-000, Brasil",-13.5234158,-39.9838963,ok,cep_municipio_uf,media,"45345-000, Jaguaquara, BA, Brasil","45345-000, Jaguaquara, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_jequie,2010,IFBA,Instituto Federal da Bahia,Campus Jequié,Campus,Nordeste,BA,Jequié,"Rua Jean Torres de Oliveira, s/n. Bairro John Kennedy - Loteamento Cidade Nova, Jequié, BA, 45201-570",45201-570,(73) 3525-6249,dg.jqe@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Jean Torres de Oliveira, s/n. Bairro John Kennedy - Loteamento Cidade Nova, Jequié, BA, 45201-570, Brasil",-13.8342078,-40.0663987,ok,cep_municipio_uf,media,"45201-570, Jequié, BA, Brasil","Rua Pau Brasil, Amaralina, Jequié, Bahia, Região Nordeste, 45204-105, Brasil",way,1020911683.0,0.053393710994125244,False
ifba_campus_juazeiro,2015,IFBA,Instituto Federal da Bahia,Campus Juazeiro,Campus,Nordeste,BA,Juazeiro,"Rodovia BA 210, S/N, Bairro Nova Juazeiro, Juazeiro, BA, 48918-900",48918-900,(74) 3621-8749,gabinete.juazeiro@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia BA 210, S/N, Bairro Nova Juazeiro, Juazeiro, BA, 48918-900, Brasil",-9.4615238,-40.5395025,ok,endereco_padronizado,alta,"Rodovia BA 210, S/N, Bairro Nova Juazeiro, Juazeiro, BA, 48918-900, Brasil","Rodovia Dom José Rodrigues de Souza, Residencial Doutor Humberto Pereira, Loteamento Nova Juzeiro (AMF), Juazeiro, BR, Bahia, Região Nordeste, 48918-900, Brasil",way,853035083.0,0.053394391546501836,False
ifba_campus_lauro_de_freitas,2016,IFBA,Instituto Federal da Bahia,Campus Lauro de Freitas,Campus,Nordeste,BA,Lauro de Freitas,"Rua São Cristóvão, s/n - Novo Horizonte, Lauro de Freitas, BA, 42700-000",42700-000,(71) 2102-0402,gabinete.lft@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua São Cristóvão, s/n - Novo Horizonte, Lauro de Freitas, BA, 42700-000, Brasil",-12.8864443,-38.3115572,ok,cep_municipio_uf,media,"42700-000, Lauro de Freitas, BA, Brasil","42700-000, Lauro de Freitas, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_paulo_afonso,2010,IFBA,Instituto Federal da Bahia,Campus Paulo Afonso,Campus,Nordeste,BA,Paulo Afonso,"Av. Marcondes Ferraz, 200 - Gen. Dutra, Paulo Afonso, BA, 48607-000",48607-000,(75) 3199-3620,gabinete.paf@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Av. Marcondes Ferraz, 200 - Gen. Dutra, Paulo Afonso, BA, 48607-000, Brasil",-9.3903424,-38.2159672,ok,endereco_padronizado,alta,"Av. Marcondes Ferraz, 200 - Gen. Dutra, Paulo Afonso, BA, 48607-000, Brasil","Campus Paulo Afonso, 200, Avenida Marcondes Ferraz, General Dutra, Paulo Afonso, Bahia, Região Nordeste, 48607-000, Brasil",way,247777746.0,5.161593041881464e-05,False
ifba_campus_porto_seguro,2006,IFBA,Instituto Federal da Bahia,Campus Porto Seguro,Campus,Nordeste,BA,Porto Seguro,"BR-367, Km 57,5, Fontana I, Porto Seguro, BA, 45810-000",45810-000,(73) 3288-6686,diretoriaps@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"BR-367, Km 57,5, Fontana I, Porto Seguro, BA, 45810-000, Brasil",-16.414653,-39.1394937,ok,cep_municipio_uf,media,"45810-000, Porto Seguro, BA, Brasil","45810-000, Porto Seguro, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_salvador,1909,IFBA,Instituto Federal da Bahia,Campus Salvador,Campus,Nordeste,BA,Salvador,"Rua Emídio dos Santos, s/n. Barbalho, Salvador, BA, 40301-015",40301-015,(71) 2102-9473,gabinetessa@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Emídio dos Santos, s/n. Barbalho, Salvador, BA, 40301-015, Brasil",-12.9611745,-38.5010904,ok,endereco_padronizado,alta,"Rua Emídio dos Santos, s/n. Barbalho, Salvador, BA, 40301-015, Brasil","Rua Emídio dos Santos, Barbalho, Salvador, Bahia, Região Nordeste, 40301-015, Brasil",way,981000431.0,0.05340149767299913,False
ifba_campus_santo_amaro,2006,IFBA,Instituto Federal da Bahia,Campus Santo Amaro,Campus,Nordeste,BA,Santo Amaro,"1ª Tv. São José, s/n. Bonfim, Santo Amaro, BA, 44200-000",44200-000,(75) 3241-0670,diretoria-samaro@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"1ª Tv. São José, s/n. Bonfim, Santo Amaro, BA, 44200-000, Brasil",-12.5500915,-38.7078432,ok,cep_municipio_uf,media,"44200-000, Santo Amaro, BA, Brasil","44200-000, Santo Amaro, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_santo_antonio_de_jesus,2016,IFBA,Instituto Federal da Bahia,Campus Santo Antônio de Jesus,Campus,Nordeste,BA,Santo Antônio de Jesus,"Rua Viriato Lobo, s/n. Campo do Governo, Santo Antônio de Jesus, BA, 44431-218",44431-218,(71) 3221-0395,gabinete.saj@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Viriato Lobo, s/n. Campo do Governo, Santo Antônio de Jesus, BA, 44431-218, Brasil",-12.981333,-39.2435843,ok,endereco_padronizado,alta,"Rua Viriato Lobo, s/n. Campo do Governo, Santo Antônio de Jesus, BA, 44431-218, Brasil","Rua Viriato Lobo, Campo do Governo, Santo Antônio de Jesus, Bahia, Região Nordeste, 44574-490, Brasil",way,505187531.0,0.05339241092545964,False
ifba_campus_seabra,2010,IFBA,Instituto Federal da Bahia,Campus Seabra,Campus,Nordeste,BA,Seabra,"Estrada vicinal para a tenda, s/n. Vermelho, Seabra, BA, 46900-000",46900-000,(75) 99811-1125,gabinete.seabra@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Estrada vicinal para a tenda, s/n. Vermelho, Seabra, BA, 46900-000, Brasil",-12.4293851,-41.7755748,ok,cep_municipio_uf,media,"46900-000, Seabra, BA, Brasil","46900-000, Seabra, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_simoes_filho,2006,IFBA,Instituto Federal da Bahia,Campus Simões Filho,Campus,Nordeste,BA,Simões Filho,"Via Universitária s/n, Pitanguinha, Simões Filho, BA, 43700-000",43700-000,(71) 3190-9201,gab_sf@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Via Universitária s/n, Pitanguinha, Simões Filho, BA, 43700-000, Brasil",-12.7992662,-38.417414,ok,cep_municipio_uf,media,"43700-000, Simões Filho, BA, Brasil","43700-000, Simões Filho, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_valenca_tento,1994,IFBA,Instituto Federal da Bahia,Campus Valença Tento,Campus,Nordeste,BA,Valença,"Rua Vereador Romeu Agrário Martins, Tento s/n, Valença, BA, 45400-000",45400-000,(75) 3641-3050,valenca@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Vereador Romeu Agrário Martins, Tento s/n, Valença, BA, 45400-000, Brasil",-13.359055,-39.0684998,ok,cep_municipio_uf,media,"45400-000, Valença, BA, Brasil","45400-000, Valença, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
ifba_campus_vitoria_da_conquista,1993,IFBA,Instituto Federal da Bahia,Campus Vitória da Conquista,Campus,Nordeste,BA,Vitória da Conquista,"Avenida Sérgio Vieira Melo, 3150 Zabelê, Vitória da Conquista, BA, 45078-900",45078-900,(77) 3426-2271,dg.vdc@ifa.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Avenida Sérgio Vieira Melo, 3150 Zabelê, Vitória da Conquista, BA, 45078-900, Brasil",-14.8570284,-40.8544709,ok,cep_municipio_uf,media,"45078-900, Vitória da Conquista, BA, Brasil","Brasil, Vitória da Conquista, Bahia, Região Nordeste, Brasil",relation,4179334.0,0.14672824521248184,False
ifba_polo_de_inovacao_salvador,2015,IFBA,Instituto Federal da Bahia,Polo de Inovação Salvador,Polo de Inovação,Nordeste,BA,Salvador,"Parque Tecnológico da Bahia Rua Mundo, n 121, Edifício Tecnocentro, Subsolo 1 e 2 (Av. Luís Viana Filho - Paralela, Km10) - Trobogy, Salvador, BA, 41745-715",41745-715,(71) 3221-0397,poloinovacaosalvador@ifba.edu.br,https://portal.ifba.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Parque Tecnológico da Bahia Rua Mundo, n 121, Edifício Tecnocentro, Subsolo 1 e 2 (Av. Luís Viana Filho - Paralela, Km10) - Trobogy, Salvador, BA, 41745-715, Brasil",-24.1980404,-65.3050033,ok,cep_municipio_uf,media,"41745-715, Salvador, BA, Brasil","Brasil, Barrio Mariano Moreno, Coronel Arias, Municipio de San Salvador de Jujuy, Departamento Doctor Manuel Belgrano, Jujuy, Y4607IDH, Argentina",way,154327252.0,0.053391164263370684,False
if_baiano_reitoria_do_instituto_federal_baiano,,IF Baiano,Instituto Federal Baiano,Reitoria do Instituto Federal Baiano,Reitoria,Nordeste,BA,Salvador,"Rua do Rouxinol, Imbuí, Salvador, BA, 41720-052",41720-052,(71) 3186-0001,gabinete@ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,Aécio José Araújo Passos Duarte,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua do Rouxinol, Imbuí, Salvador, BA, 41720-052, Brasil",-12.9718069,-38.4386513,ok,endereco_padronizado,alta,"Rua do Rouxinol, Imbuí, Salvador, BA, 41720-052, Brasil","Rua do Rouxinol, Imbuí, Salvador, Bahia, Região Nordeste, 41720-052, Brasil",way,62388106.0,0.05340149767299913,False
if_baiano_campus_alagoinhas,2016,IF Baiano,Instituto Federal Baiano,Campus Alagoinhas,Campus,Nordeste,BA,Alagoinhas,"Rua Manoel Romão de Souza, 152/166, Alagoinhas Velha Alagoinhas, BA, 48007-656",48007-656,(75) 3422-6122,gabinete@alagoinhas.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Manoel Romão de Souza, 152/166, Alagoinhas Velha Alagoinhas, BA, 48007-656, Brasil",-12.163784,-38.4306738,ok,cep_municipio_uf,media,"48007-656, Alagoinhas, BA, Brasil","PKG do Brasil, Dois de Julho, Alagoinhas, Bahia, Região Nordeste, Brasil",way,901339891.0,0.0800604539559014,False
if_baiano_campus_bom_jesus_da_lapa,2010,IF Baiano,Instituto Federal Baiano,Campus Bom Jesus da Lapa,Campus,Nordeste,BA,Bom Jesus da Lapa,"BR 349, KM 14, Zona Rural, Bom Jesus da Lapa, BA, 47600-000",47600-000,(77)2102-9545,gabinete@lapa.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"BR 349, KM 14, Zona Rural, Bom Jesus da Lapa, BA, 47600-000, Brasil",-13.2590462,-43.4325349,ok,cep_municipio_uf,media,"47600-000, Bom Jesus da Lapa, BA, Brasil","47600-000, Bom Jesus da Lapa, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_catu,1964,IF Baiano,Instituto Federal Baiano,Campus Catu,Campus,Nordeste,BA,Catu,"Rua Barão de Camaçari, 118, Centro, Catu, BA, 48110-000",48110-000,(71) 3641-7901,gabinete@catu.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Barão de Camaçari, 118, Centro, Catu, BA, 48110-000, Brasil",-12.366282,-38.3856477,ok,cep_municipio_uf,media,"48110-000, Catu, BA, Brasil","48110-000, Catu, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_governador_mangabeira,2013,IF Baiano,Instituto Federal Baiano,Campus Governador Mangabeira,Campus,Nordeste,BA,Governador Mangabeira,"Rua Waldemar Mascarenhas, s/n. Portão, Governador Mangabeira, BA, 44350-000",44350-000,(75) 99853-2821,gabinete@gm.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Waldemar Mascarenhas, s/n. Portão, Governador Mangabeira, BA, 44350-000, Brasil",-12.6026613,-39.0425576,ok,cep_municipio_uf,media,"44350-000, Governador Mangabeira, BA, Brasil","44350-000, Governador Mangabeira, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_guanambi,1993,IF Baiano,Instituto Federal Baiano,Campus Guanambi,Campus,Nordeste,BA,Guanambi,"Zona Rural, Distrito de Ceraíma, Guanambi, BA, 46430-000",46430-000,(77) 3493-2100,gabinete@guanambi.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Zona Rural, Distrito de Ceraíma, Guanambi, BA, 46430-000, Brasil",-14.2281662,-42.772969,ok,cep_municipio_uf,media,"46430-000, Guanambi, BA, Brasil","46430-000, Bela Vista, Guanambi, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_itaberaba,2016,IF Baiano,Instituto Federal Baiano,Campus Itaberaba,Campus,Nordeste,BA,Itaberaba,"Rodovia BA-233, Km 04, Itaberaba, BA, 46880-000",46880-000,(75) 98302-6658,gabinete@itaberaba.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia BA-233, Km 04, Itaberaba, BA, 46880-000, Brasil",-12.5284726,-40.3037684,ok,cep_municipio_uf,media,"46880-000, Itaberaba, BA, Brasil","46880-000, Itaberaba, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_itapetinga,2010,IF Baiano,Instituto Federal Baiano,Campus Itapetinga,Campus,Nordeste,BA,Itapetinga,"Km 2, Rodovia Itapetinga/Itororó, Clerolândia, Itapetinga, BA, 45700-000",45700-000,(77) 99969-7107,gabinete@itapetinga.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Km 2, Rodovia Itapetinga/Itororó, Clerolândia, Itapetinga, BA, 45700-000, Brasil",-15.247566,-40.2477242,ok,cep_municipio_uf,media,"45700-000, Itapetinga, BA, Brasil","45700-000, Itapetinga, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_santa_ines,1993,IF Baiano,Instituto Federal Baiano,Campus Santa Inês,Campus,Nordeste,BA,Santa Inês,"BR 420 (Rodovia Santa Inês - Ubaíra), Zona Rural, Santa Inês, BA, 45320-000",45320-000,(73) 98107-9118,gabinete@si.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"BR 420 (Rodovia Santa Inês - Ubaíra), Zona Rural, Santa Inês, BA, 45320-000, Brasil",-13.2786468,-39.8081875,ok,cep_municipio_uf,media,"45320-000, Santa Inês, BA, Brasil","45320-000, Santa Inês, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_senhor_do_bonfim,1993,IF Baiano,Instituto Federal Baiano,Campus Senhor do Bonfim,Campus,Nordeste,BA,Senhor do Bonfim,"Estrada da Igara, s/n - Zona Rural, Senhor do Bonfim, BA, 48970-000",48970-000,(74) 9 9100-0015,gabinete@bonfim.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Estrada da Igara, s/n - Zona Rural, Senhor do Bonfim, BA, 48970-000, Brasil",-10.4648508,-40.1849608,ok,cep_municipio_uf,media,"48970-000, Senhor do Bonfim, BA, Brasil","48970-000, Centro, Senhor do Bonfim, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_serrinha,2016,IF Baiano,Instituto Federal Baiano,Campus Serrinha,Campus,Nordeste,BA,Serrinha,"Estrada Vicinal de Aparecida, s/n, Bairro Aparecida Serrinha, BA, 48700-000",48700-000,(71)3186-0021,gabinete@serrinha.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Estrada Vicinal de Aparecida, s/n, Bairro Aparecida Serrinha, BA, 48700-000, Brasil",-11.6497982,-39.0043491,ok,cep_municipio_uf,media,"48700-000, Serrinha, BA, Brasil","48700-000, Santa, Serrinha, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_teixeira_de_freitas,2010,IF Baiano,Instituto Federal Baiano,Campus Teixeira de Freitas,Campus,Nordeste,BA,Teixeira de Freitas,"Rodovia BR 101, Km 882, s/n, Teixeira de Freitas, BA, 45985-970",45985-970,(73) 3311-1050,gabinete@teixeira.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia BR 101, Km 882, s/n, Teixeira de Freitas, BA, 45985-970, Brasil",-17.556496,-39.7363027,ok,cep_municipio_uf,media,"45985-970, Teixeira de Freitas, BA, Brasil","45985-970, Bonadiman, Teixeira de Freitas, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_urucuca,2011,IF Baiano,Instituto Federal Baiano,Campus Uruçuca,Campus,Nordeste,BA,Uruçuca,"Rua Dr. João Nascimento - S/N - Centro, Uruçuca, BA, 45680-000",45680-000,(71) 99345-7955,gabinete@urucuca.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Dr. João Nascimento - S/N - Centro, Uruçuca, BA, 45680-000, Brasil",-14.5281703,-39.1543618,ok,cep_municipio_uf,media,"45680-000, Uruçuca, BA, Brasil","45680-000, Serra Grande, Uruçuca, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_valenca,2010,IF Baiano,Instituto Federal Baiano,Campus Valença,Campus,Nordeste,BA,Valença,"Rua Glicério Tavares, S/N, Bate Quente, Valença, BA, 45400-000",45400-000,(75) 3641-5270,gabinete@valenca.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rua Glicério Tavares, S/N, Bate Quente, Valença, BA, 45400-000, Brasil",-13.359055,-39.0684998,ok,cep_municipio_uf,media,"45400-000, Valença, BA, Brasil","45400-000, Valença, Bahia, Região Nordeste, Brasil",,,0.12000999999999995,False
if_baiano_campus_xique_xique,2016,IF Baiano,Instituto Federal Baiano,Campus Xique-Xique,Campus,Nordeste,BA,Xique-Xique,"Rodovia BA 052, Km 458, s/n - Zona Rural. Xique, Xique, BA, 47400-000",47400-000,(74) 3664-3500,gabinete@xique-xique.ifbaiano.edu.br,https://ifbaiano.edu.br/portal/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/bahia,"Rodovia BA 052, Km 458, s/n - Zona Rural. Xique, Xique, BA, 47400-000, Brasil",-10.8219287,-42.7319055,ok,cep_municipio_uf,media,"47400-000, Xique-Xique, BA, Brasil","Farmácia Brasil Popular, Rua Gustavo, Xique-Xique, Bahia, Região Nordeste, 47404-899, Brasil",node,12990345100.0,5.866712443727806e-05,False
ifce_reitoria_do_instituto_federal_do_ceara,,IFCE,Instituto Federal do Ceará,Reitoria do Instituto Federal do Ceará,Reitoria,Nordeste,CE,Fortaleza,"Rua Jorge Dumar, Jardim América, Fortaleza, CE, 60410-426",60410-426,(85) 3401-2320,r eitoria@ifce.edu.br,https://ifce.edu.br/,José Wally Mendonça Menezes,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara,"Rua Jorge Dumar, Jardim América, Fortaleza, CE, 60410-426, Brasil",-3.7535084,-38.5395688,ok,endereco_padronizado,alta,"Rua Jorge Dumar, Jardim América, Fortaleza, CE, 60410-426, Brasil","Rua Jorge Dumar, Jardim América, Fortaleza, Ceará, Região Nordeste, 60410-426, Brasil",way,24441605.0,0.05340152056153197,False
ifce_campus_acarau,2010,IFCE,Instituto Federal do Ceará,Campus Acaraú,Campus,Nordeste,CE,Acaraú,"Av. Desembargador Armando de Sales Louzada, S/N, Monsenhor José Edson Magalhães, Acaraú, CE, 62580-000",62580-000,(88) 3661-4103,gabinete.acarau@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara,"Av. Desembargador Armando de Sales Louzada, S/N, Monsenhor José Edson Magalhães, Acaraú, CE, 62580-000, Brasil",-2.8815842,-40.120157,ok,cep_municipio_uf,media,"62580-000, Acaraú, CE, Brasil","62580-000, Acaraú, Ceará, Região Nordeste, Brasil",,,0.12000999999999995,False
ifce_campus_aracati,2013,IFCE,Instituto Federal do Ceará,Campus Aracati,Campus,Nordeste,CE,Aracati,"CE 040 - 123, Centro, Aracati, CE, 62800-000",62800-000,(88) 3421-1010,gabinete.aracati@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara,"CE 040 - 123, Centro, Aracati, CE, 62800-000, Brasil",-4.5739907,-37.79168,ok,endereco_padronizado,alta,"CE 040 - 123, Centro, Aracati, CE, 62800-000, Brasil","Centro de Artesanato de Aracati, Rodovia Deputado Federal Jackson Pereira, Aracati, Ceará, Região Nordeste, 62800-000, Brasil",way,435195700.0,5.523994811928004e-05,False
ifce_campus_avancado_guaramiranga,2014,IFCE,Instituto Federal do Ceará,Campus Avançado Guaramiranga,Campus Avançado,Nordeste,CE,Guaramiranga,"Rua Joaquim Alves Nogueira, Centro, Guaramiranga, CE, 62766-000",62766-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara,"Rua Joaquim Alves Nogueira, Centro, Guaramiranga, CE, 62766-000, Brasil",-4.2595043,-38.9324333,ok,cep_municipio_uf,media,"62766-000, Guaramiranga, CE, Brasil","62766-000, Guaramiranga, Ceará, Região Nordeste, Brasil",,,0.12000999999999995,False
ifce_campus_avancado_jaguaruana,2014,IFCE,Instituto Federal do Ceará,Campus Avançado Jaguaruana,Campus Avançado,Nordeste,CE,Jaguaruana,"Avenida Doutor Antônio da Rocha Freitas,, Centro, Jaguaruana, CE, 62823-000",62823-000,(85) 3401-2313,ddi.proap@ifce.edu.br,https://ifce.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/ceara,"Avenida Doutor Antônio da Rocha Freitas,, Centro, Jaguaruana, CE, 62823-000, Brasil",-4.8274767,-37.7779596,ok,cep_municipio_uf,media,"62823-000, Jaguaruana, CE, Brasil","62823-000, Jaguaruana, Ceará, Região Nordeste, Brasil",,,0.12000999999999995,False
